stop_sequence,stop_id,schedule_relationship,arrival_delay,arrival_time,arrival_uncertainty,departure_delay,departure_time,departure_uncertainty
13,2316,SCHEDULED,-134,1658406406,30,-134,1658406406,30
14,2310,SCHEDULED,-178,1658406542,30,-178,1658406542,30
15,2980,SCHEDULED,-180,1658406600,30,-180,1658406600,30
16,2986,SCHEDULED,-192,1658406648,30,-192,1658406648,30
17,2995,SCHEDULED,-194,1658406706,30,-194,1658406706,30
18,2999,SCHEDULED,-178,1658406782,30,-178,1658406782,30
19,3779,SCHEDULED,-188,1658406892,30,-188,1658406892,30
20,10814,SCHEDULED,-163,1658407037,30,-163,1658407037,30
21,19051,SCHEDULED,-196,1658407184,30,-196,1658407184,30
22,19052,SCHEDULED,-247,1658407253,30,-247,1658407253,30
23,10802,SCHEDULED,-206,1658407414,30,-206,1658407414,30
24,919,SCHEDULED,-376,1658407544,30,-206,1658407544,30
1,204,SCHEDULED,0,0,0,0,0,0
2,218,SCHEDULED,-48,1658408472,30,-48,1658408472,30
3,33,SCHEDULED,-32,1658408608,30,-32,1658408608,30
4,39,SCHEDULED,-29,1658408731,30,-29,1658408731,30
5,46,SCHEDULED,-29,1658408791,30,-29,1658408791,30
1,999,SCHEDULED,0,0,0,0,0,0
2,11168,SCHEDULED,52,1658405572,30,52,1658405572,30
3,19064,SCHEDULED,74,1658405714,30,74,1658405714,30
4,19063,SCHEDULED,42,1658405802,30,42,1658405802,30
5,10813,SCHEDULED,69,1658405949,30,69,1658405949,30
6,3780,SCHEDULED,115,1658406115,30,115,1658406115,30
7,3000,SCHEDULED,51,1658406231,30,51,1658406231,30
8,2994,SCHEDULED,69,1658406309,30,69,1658406309,30
9,2987,SCHEDULED,82,1658406382,30,82,1658406382,30
10,2979,SCHEDULED,72,1658406432,30,72,1658406432,30
11,2309,SCHEDULED,62,1658406482,30,62,1658406482,30
12,2318,SCHEDULED,44,1658406644,30,44,1658406644,30
13,4930,SCHEDULED,36,1658406696,30,36,1658406696,30
14,4945,SCHEDULED,35,1658406755,30,35,1658406755,30
15,4955,SCHEDULED,63,1658406843,30,63,1658406843,30
16,5580,SCHEDULED,19,1658406919,30,19,1658406919,30
17,5577,SCHEDULED,-15,1658407005,30,-15,1658407005,30
18,10314,SCHEDULED,-15,1658407065,30,-15,1658407065,30
19,10440,SCHEDULED,15,1658407335,30,15,1658407335,30
20,6545,SCHEDULED,7,1658407507,30,7,1658407507,30
21,6543,SCHEDULED,49,1658407609,30,49,1658407609,30
22,10950,SCHEDULED,-31,1658407649,30,-31,1658407649,30
23,6462,SCHEDULED,-177,1658407743,30,-177,1658407743,30
24,6515,SCHEDULED,-166,1658407994,30,-166,1658407994,30
1,999,SCHEDULED,0,0,0,0,0,0
2,11168,SCHEDULED,52,1658406472,30,52,1658406472,30
3,19064,SCHEDULED,74,1658406614,30,74,1658406614,30
4,19063,SCHEDULED,42,1658406702,30,42,1658406702,30
5,10813,SCHEDULED,69,1658406849,30,69,1658406849,30
6,3780,SCHEDULED,115,1658407015,30,115,1658407015,30
7,3000,SCHEDULED,51,1658407131,30,51,1658407131,30
8,2994,SCHEDULED,69,1658407209,30,69,1658407209,30
9,2987,SCHEDULED,82,1658407282,30,82,1658407282,30
10,2979,SCHEDULED,72,1658407332,30,72,1658407332,30
11,2309,SCHEDULED,62,1658407382,30,62,1658407382,30
12,2318,SCHEDULED,44,1658407544,30,44,1658407544,30
13,4930,SCHEDULED,36,1658407596,30,36,1658407596,30
14,4945,SCHEDULED,35,1658407655,30,35,1658407655,30
15,4955,SCHEDULED,63,1658407743,30,63,1658407743,30
16,5580,SCHEDULED,19,1658407819,30,19,1658407819,30
17,5577,SCHEDULED,-15,1658407905,30,-15,1658407905,30
18,10314,SCHEDULED,-15,1658407965,30,-15,1658407965,30
19,10440,SCHEDULED,15,1658408235,30,15,1658408235,30
20,6545,SCHEDULED,7,1658408407,30,7,1658408407,30
21,6543,SCHEDULED,49,1658408509,30,49,1658408509,30
22,10950,SCHEDULED,-31,1658408549,30,-31,1658408549,30
23,6462,SCHEDULED,-177,1658408643,30,-177,1658408643,30
4,39,SCHEDULED,181,1658405341,30,181,1658405341,30
5,46,SCHEDULED,213,1658405433,30,213,1658405433,30
6,11168,SCHEDULED,163,1658405563,30,163,1658405563,30
7,19064,SCHEDULED,177,1658405697,30,177,1658405697,30
8,19063,SCHEDULED,155,1658405795,30,155,1658405795,30
9,19062,SCHEDULED,175,1658405875,30,175,1658405875,30
10,19066,SCHEDULED,194,1658405954,30,194,1658405954,30
11,3053,SCHEDULED,180,1658406000,30,180,1658406000,30
12,3054,SCHEDULED,216,1658406096,30,216,1658406096,30
13,3055,SCHEDULED,183,1658406123,30,183,1658406123,30
14,3056,SCHEDULED,157,1658406157,30,157,1658406157,30
15,3765,SCHEDULED,131,1658406251,30,131,1658406251,30
16,3766,SCHEDULED,135,1658406315,30,135,1658406315,30
17,3767,SCHEDULED,167,1658406347,30,167,1658406347,30
18,10309,SCHEDULED,142,1658406382,30,142,1658406382,30
19,2453,SCHEDULED,111,1658406411,30,111,1658406411,30
20,2431,SCHEDULED,146,1658406446,30,146,1658406446,30
21,2432,SCHEDULED,116,1658406476,30,116,1658406476,30
22,2420,SCHEDULED,93,1658406513,30,93,1658406513,30
23,10335,SCHEDULED,111,1658406531,30,111,1658406531,30
24,10341,SCHEDULED,84,1658406564,30,84,1658406564,30
25,2370,SCHEDULED,57,1658406597,30,57,1658406597,30
26,2371,SCHEDULED,73,1658406613,30,73,1658406613,30
27,2377,SCHEDULED,41,1658406641,30,41,1658406641,30
28,2379,SCHEDULED,66,1658406666,30,66,1658406666,30
29,2380,SCHEDULED,40,1658406700,30,40,1658406700,30
30,2381,SCHEDULED,12,1658406732,30,12,1658406732,30
31,2382,SCHEDULED,38,1658406758,30,38,1658406758,30
32,2240,SCHEDULED,46,1658406826,30,46,1658406826,30
33,2241,SCHEDULED,28,1658406868,30,28,1658406868,30
34,2228,SCHEDULED,28,1658406928,30,28,1658406928,30
35,2232,SCHEDULED,21,1658406981,30,21,1658406981,30
36,6405,SCHEDULED,25,1658407045,30,25,1658407045,30
37,10527,SCHEDULED,31,1658407111,30,31,1658407111,30
38,6456,SCHEDULED,-8,1658407132,30,-8,1658407132,30
39,6457,SCHEDULED,-46,1658407154,30,-46,1658407154,30
40,6459,SCHEDULED,-73,1658407187,30,-73,1658407187,30
41,6463,SCHEDULED,-87,1658407233,30,-87,1658407233,30
42,6462,SCHEDULED,-63,1658407257,30,-63,1658407257,30
43,10310,SCHEDULED,-103,1658407277,30,-103,1658407277,30
44,6479,SCHEDULED,-104,1658407336,30,-104,1658407336,30
45,10956,SCHEDULED,-141,1658407419,30,-141,1658407419,30
46,6515,SCHEDULED,-151,1658407529,30,-151,1658407529,30
11,2556,SCHEDULED,220,1658405380,30,220,1658405380,30
12,2561,SCHEDULED,248,1658405528,30,248,1658405528,30
13,10185,SCHEDULED,260,1658405720,30,260,1658405720,30
14,210919,SCHEDULED,207,1658405847,30,207,1658405847,30
15,1608,SCHEDULED,169,1658405929,30,169,1658405929,30
16,19050,SCHEDULED,352,1658406292,30,352,1658406292,30
17,19051,SCHEDULED,278,1658406338,30,278,1658406338,30
18,19052,SCHEDULED,220,1658406400,30,220,1658406400,30
19,10802,SCHEDULED,203,1658406563,30,203,1658406563,30
20,919,SCHEDULED,-23,1658406697,30,-23,1658406697,30
1,1008,SCHEDULED,0,0,0,0,0,0
2,11168,SCHEDULED,21,1658407161,30,21,1658407161,30
3,19064,SCHEDULED,37,1658407297,30,37,1658407297,30
4,19063,SCHEDULED,4,1658407384,30,4,1658407384,30
5,19062,SCHEDULED,-37,1658407463,30,-37,1658407463,30
6,1609,SCHEDULED,-80,1658407660,30,-80,1658407660,30
7,202462,SCHEDULED,-112,1658407748,30,-112,1658407748,30
8,10190,SCHEDULED,-146,1658407894,30,-146,1658407894,30
9,2576,SCHEDULED,-142,1658408078,30,-142,1658408078,30
10,2581,SCHEDULED,-124,1658408216,30,-124,1658408216,30
11,6294,SCHEDULED,-94,1658408546,30,-94,1658408546,30
12,4150,SCHEDULED,-172,1658408648,30,-172,1658408648,30
13,10653,SCHEDULED,-163,1658408717,30,-163,1658408717,30
14,10915,SCHEDULED,-166,1658408774,30,-166,1658408774,30
15,10656,SCHEDULED,-163,1658408837,30,-163,1658408837,30
15,5581,SCHEDULED,139,1658405239,30,192,1658405239,30
16,4954,SCHEDULED,145,1658405305,30,162,1658405305,30
17,4941,SCHEDULED,217,1658405377,30,217,1658405377,30
18,4942,SCHEDULED,192,1658405412,30,192,1658405412,30
19,4938,SCHEDULED,213,1658405433,30,213,1658405433,30
20,4932,SCHEDULED,227,1658405447,30,227,1658405447,30
21,4933,SCHEDULED,198,1658405478,30,198,1658405478,30
22,4934,SCHEDULED,222,1658405502,30,222,1658405502,30
23,5534,SCHEDULED,199,1658405539,30,199,1658405539,30
24,5536,SCHEDULED,240,1658405580,30,240,1658405580,30
25,5539,SCHEDULED,215,1658405615,30,215,1658405615,30
26,10303,SCHEDULED,240,1658405760,30,240,1658405760,30
27,4804,SCHEDULED,216,1658405796,30,216,1658405796,30
28,4805,SCHEDULED,235,1658405815,30,235,1658405815,30
29,4806,SCHEDULED,193,1658405833,30,193,1658405833,30
30,4807,SCHEDULED,209,1658405849,30,209,1658405849,30
31,4808,SCHEDULED,172,1658405872,30,172,1658405872,30
32,4809,SCHEDULED,204,1658405904,30,204,1658405904,30
33,4891,SCHEDULED,187,1658405947,30,187,1658405947,30
34,4892,SCHEDULED,201,1658405961,30,201,1658405961,30
35,4893,SCHEDULED,156,1658405976,30,156,1658405976,30
36,4911,SCHEDULED,140,1658406020,30,140,1658406020,30
37,4912,SCHEDULED,152,1658406032,30,152,1658406032,30
38,4913,SCHEDULED,110,1658406050,30,110,1658406050,30
39,4914,SCHEDULED,108,1658406108,30,108,1658406108,30
40,4918,SCHEDULED,67,1658406127,30,67,1658406127,30
41,3748,SCHEDULED,108,1658406168,30,108,1658406168,30
42,3749,SCHEDULED,87,1658406207,30,87,1658406207,30
43,3754,SCHEDULED,84,1658406264,30,84,1658406264,30
44,3755,SCHEDULED,45,1658406285,30,45,1658406285,30
45,3756,SCHEDULED,36,1658406336,30,36,1658406336,30
46,3043,SCHEDULED,25,1658406385,30,25,1658406385,30
47,3044,SCHEDULED,52,1658406412,30,52,1658406412,30
48,3047,SCHEDULED,7,1658406487,30,7,1658406487,30
49,3048,SCHEDULED,29,1658406509,30,29,1658406509,30
50,19050,SCHEDULED,52,1658406592,30,52,1658406592,30
51,19051,SCHEDULED,75,1658406675,30,75,1658406675,30
52,19052,SCHEDULED,28,1658406748,30,28,1658406748,30
53,10802,SCHEDULED,75,1658406915,30,75,1658406915,30
54,19,SCHEDULED,-19,1658407061,30,-19,1658407061,30
55,24,SCHEDULED,-23,1658407177,30,-23,1658407177,30
56,28,SCHEDULED,-17,1658407243,30,-17,1658407243,30
57,67,SCHEDULED,-114,1658407326,30,-114,1658407326,30
58,227,SCHEDULED,-168,1658407392,30,-168,1658407392,30
59,228,SCHEDULED,-233,1658407447,30,-233,1658407447,30
60,796,SCHEDULED,-265,1658407475,30,-265,1658407475,30
1,206,SCHEDULED,0,0,0,0,0,0
2,216,SCHEDULED,5,1658407265,30,5,1658407265,30
3,217,SCHEDULED,-18,1658407302,30,-18,1658407302,30
4,33,SCHEDULED,-19,1658407421,30,-19,1658407421,30
5,39,SCHEDULED,-26,1658407534,30,-26,1658407534,30
6,45,SCHEDULED,19,1658407639,30,19,1658407639,30
7,11168,SCHEDULED,-20,1658407780,30,-20,1658407780,30
8,19064,SCHEDULED,9,1658407929,30,9,1658407929,30
9,19063,SCHEDULED,-19,1658408021,30,-19,1658408021,30
10,19062,SCHEDULED,-61,1658408099,30,-61,1658408099,30
11,19066,SCHEDULED,-46,1658408174,30,-46,1658408174,30
12,3052,SCHEDULED,-64,1658408216,30,-64,1658408216,30
13,3063,SCHEDULED,-50,1658408290,30,-50,1658408290,30
14,3067,SCHEDULED,-136,1658408384,30,-136,1658408384,30
15,3736,SCHEDULED,-103,1658408417,30,-103,1658408417,30
16,3737,SCHEDULED,-104,1658408476,30,-104,1658408476,30
17,3738,SCHEDULED,-125,1658408515,30,-125,1658408515,30
18,3740,SCHEDULED,-69,1658408571,30,-69,1658408571,30
19,3741,SCHEDULED,-83,1658408617,30,-83,1658408617,30
20,3746,SCHEDULED,-52,1658408648,30,-52,1658408648,30
21,3747,SCHEDULED,-84,1658408676,30,-84,1658408676,30
22,4920,SCHEDULED,-99,1658408721,30,-99,1658408721,30
23,4922,SCHEDULED,-110,1658408770,30,-110,1658408770,30
24,4923,SCHEDULED,-130,1658408810,30,-130,1658408810,30
25,10437,SCHEDULED,-101,1658408839,30,-101,1658408839,30
1,600204,SCHEDULED,0,0,0,35,0,0
2,600202,SCHEDULED,-57,1658394723,30,30,1658394723,30
3,600200,SCHEDULED,-10,1658394890,30,47,1658394890,30
4,600198,SCHEDULED,-2,1658395018,30,28,1658395018,30
5,600196,SCHEDULED,-2,1658395138,30,28,1658395138,30
6,600195,SCHEDULED,-51,1658395209,30,0,1658395209,30
7,600193,SCHEDULED,-61,1658395439,30,13,1658395439,30
8,600191,SCHEDULED,-54,1658395566,30,28,1658395566,30
9,600188,SCHEDULED,-41,1658395759,30,24,1658395759,30
10,600186,SCHEDULED,-52,1658395868,30,39,1658395868,30
11,600030,SCHEDULED,-102,1658396118,30,-48,1658396118,30
12,600020,SCHEDULED,-53,1658396287,30,-106,1658396287,30
13,600013,SCHEDULED,-103,1658396477,30,-53,1658396477,30
14,600000,SCHEDULED,-110,1658396650,30,0,1658396650,30
1,600240,SCHEDULED,0,0,0,0,0,0
2,600238,SCHEDULED,0,1658406000,30,0,1658406000,30
3,600236,SCHEDULED,0,1658406180,30,0,1658406180,30
4,600233,SCHEDULED,0,1658406300,30,0,1658406300,30
5,600231,SCHEDULED,0,1658406540,30,0,1658406540,30
6,600229,SCHEDULED,0,1658406720,30,0,1658406720,30
7,600227,SCHEDULED,0,1658406960,30,0,1658406960,30
8,600225,SCHEDULED,0,1658407080,30,0,1658407080,30
9,600223,SCHEDULED,0,1658407320,30,0,1658407320,30
10,600220,SCHEDULED,0,1658407440,30,0,1658407440,30
11,600217,SCHEDULED,0,1658407560,30,0,1658407560,30
12,600214,SCHEDULED,0,1658407680,30,0,1658407680,30
13,600211,SCHEDULED,0,1658407800,30,0,1658407800,30
14,600208,SCHEDULED,0,1658407920,30,0,1658407920,30
15,600205,SCHEDULED,0,1658408100,30,0,1658408100,30
16,600202,SCHEDULED,0,1658408280,30,0,1658408280,30
17,600200,SCHEDULED,0,1658408400,30,0,1658408400,30
18,600198,SCHEDULED,0,1658408520,30,0,1658408520,30
19,600196,SCHEDULED,0,1658408640,30,0,1658408640,30
20,600195,SCHEDULED,0,1658408760,30,0,1658408760,30
1,3932,SCHEDULED,0,0,0,0,0,0
2,3943,SCHEDULED,55,1658407195,30,55,1658407195,30
3,3874,SCHEDULED,37,1658407237,30,37,1658407237,30
4,3875,SCHEDULED,122,1658407322,30,122,1658407322,30
5,3876,SCHEDULED,81,1658407341,30,81,1658407341,30
6,10900,SCHEDULED,125,1658407385,30,125,1658407385,30
7,3877,SCHEDULED,128,1658407448,30,128,1658407448,30
8,11070,SCHEDULED,123,1658407503,30,123,1658407503,30
9,11071,SCHEDULED,116,1658407556,30,116,1658407556,30
10,11105,SCHEDULED,116,1658407616,30,116,1658407616,30
11,11107,SCHEDULED,136,1658407636,30,136,1658407636,30
12,11214,SCHEDULED,122,1658407682,30,122,1658407682,30
13,11215,SCHEDULED,143,1658407703,30,143,1658407703,30
14,558,SCHEDULED,128,1658407748,30,128,1658407748,30
15,11218,SCHEDULED,109,1658407849,30,109,1658407849,30
16,468,SCHEDULED,135,1658407875,30,135,1658407875,30
17,469,SCHEDULED,110,1658407910,30,110,1658407910,30
18,499,SCHEDULED,91,1658407951,30,91,1658407951,30
19,568,SCHEDULED,65,1658407985,30,65,1658407985,30
20,897,SCHEDULED,14,1658408054,30,14,1658408054,30
21,566,SCHEDULED,6,1658408166,30,6,1658408166,30
22,611,SCHEDULED,27,1658408187,30,27,1658408187,30
23,201,SCHEDULED,21,1658408241,30,21,1658408241,30
24,202,SCHEDULED,22,1658408302,30,22,1658408302,30
25,216,SCHEDULED,83,1658408423,30,83,1658408423,30
26,220,SCHEDULED,87,1658408487,30,87,1658408487,30
27,35,SCHEDULED,-19,1658408621,30,-19,1658408621,30
28,42,SCHEDULED,5,1658408765,30,5,1658408765,30
1,3944,SCHEDULED,0,0,0,0,0,0
2,3943,SCHEDULED,31,1658408491,30,31,1658408491,30
3,10900,SCHEDULED,-18,1658408682,30,-18,1658408682,30
8,600225,SCHEDULED,-87,1658405193,30,14,1658405193,30
9,600223,SCHEDULED,7,1658405527,30,37,1658405527,30
10,600220,SCHEDULED,11,1658405651,30,41,1658405651,30
11,600217,SCHEDULED,1,1658405761,30,31,1658405761,30
12,600214,SCHEDULED,5,1658405885,30,35,1658405885,30
13,600211,SCHEDULED,10,1658406010,30,40,1658406010,30
14,600208,SCHEDULED,14,1658406134,30,44,1658406134,30
15,600205,SCHEDULED,-25,1658406275,30,5,1658406275,30
16,600202,SCHEDULED,-30,1658406450,30,0,1658406450,30
17,600200,SCHEDULED,-18,1658406582,30,12,1658406582,30
18,600198,SCHEDULED,-17,1658406703,30,13,1658406703,30
19,600196,SCHEDULED,-17,1658406823,30,13,1658406823,30
20,600195,SCHEDULED,-30,1658406930,30,0,1658406930,30
21,600193,SCHEDULED,-17,1658407183,30,13,1658407183,30
22,600191,SCHEDULED,-2,1658407318,30,28,1658407318,30
23,600188,SCHEDULED,-6,1658407494,30,24,1658407494,30
24,600186,SCHEDULED,9,1658407629,30,39,1658407629,30
25,600028,SCHEDULED,-20,1658407900,30,10,1658407900,30
26,600016,SCHEDULED,0,1658408040,30,0,1658408040,30
27,600013,SCHEDULED,19,1658408299,30,49,1658408299,30
28,600000,SCHEDULED,0,1658408460,30,30,1658408460,30
29,600370,SCHEDULED,1,1658408701,30,31,1658408701,30
30,600372,SCHEDULED,0,1658408820,30,30,1658408820,30
31,600374,SCHEDULED,0,1658408940,30,30,1658408940,30
32,600375,SCHEDULED,13,1658409073,30,43,1658409073,30
33,600378,SCHEDULED,6,1658409186,30,36,1658409186,30
34,600380,SCHEDULED,6,1658409306,30,36,1658409306,30
35,600382,SCHEDULED,20,1658409440,30,50,1658409440,30
36,600384,SCHEDULED,15,1658409555,30,45,1658409555,30
37,600386,SCHEDULED,6,1658409666,30,36,1658409666,30
38,600388,SCHEDULED,6,1658409786,30,36,1658409786,30
39,600389,SCHEDULED,4,1658410024,30,4,1658410024,30
1,600030,SCHEDULED,127,1658404567,30,127,1658404567,30
2,600020,SCHEDULED,113,1658404673,30,62,1658404673,30
3,600013,SCHEDULED,105,1658404905,30,148,1658404905,30
4,600000,SCHEDULED,95,1658405075,30,159,1658405075,30
5,600366,SCHEDULED,99,1658405319,30,129,1658405319,30
6,600392,SCHEDULED,106,1658405446,30,136,1658405446,30
7,600396,SCHEDULED,128,1658405588,30,158,1658405588,30
8,600398,SCHEDULED,140,1658405720,30,170,1658405720,30
9,600404,SCHEDULED,127,1658405827,30,157,1658405827,30
10,600408,SCHEDULED,180,1658406000,30,180,1658406000,30
1,600278,SCHEDULED,0,0,0,0,0,0
2,600276,SCHEDULED,0,1658407260,30,0,1658407260,30
3,600274,SCHEDULED,0,1658407440,30,0,1658407440,30
4,600273,SCHEDULED,0,1658407680,30,0,1658407680,30
5,600271,SCHEDULED,0,1658407800,30,0,1658407800,30
6,600270,SCHEDULED,0,1658408100,30,0,1658408100,30
7,600630,SCHEDULED,0,1658408280,30,0,1658408280,30
8,600629,SCHEDULED,0,1658408400,30,0,1658408400,30
9,600267,SCHEDULED,0,1658408520,30,0,1658408520,30
10,600264,SCHEDULED,0,1658408640,30,0,1658408640,30
11,600262,SCHEDULED,0,1658408820,30,0,1658408820,30
21,600193,SCHEDULED,-10,1658405390,30,20,1658405390,30
22,600191,SCHEDULED,-2,1658405518,30,28,1658405518,30
23,600188,SCHEDULED,-6,1658405694,30,24,1658405694,30
24,600186,SCHEDULED,9,1658405829,30,39,1658405829,30
25,600028,SCHEDULED,-20,1658406100,30,10,1658406100,30
26,600016,SCHEDULED,0,1658406240,30,0,1658406240,30
27,600013,SCHEDULED,19,1658406499,30,49,1658406499,30
28,600000,SCHEDULED,0,1658406660,30,30,1658406660,30
29,600370,SCHEDULED,1,1658406901,30,31,1658406901,30
30,600372,SCHEDULED,0,1658407020,30,30,1658407020,30
31,600374,SCHEDULED,0,1658407140,30,30,1658407140,30
32,600375,SCHEDULED,13,1658407273,30,43,1658407273,30
33,600378,SCHEDULED,6,1658407386,30,36,1658407386,30
34,600380,SCHEDULED,6,1658407506,30,36,1658407506,30
35,600382,SCHEDULED,20,1658407640,30,50,1658407640,30
36,600384,SCHEDULED,15,1658407755,30,45,1658407755,30
37,600386,SCHEDULED,6,1658407866,30,36,1658407866,30
38,600388,SCHEDULED,6,1658407986,30,36,1658407986,30
39,600390,SCHEDULED,4,1658408224,30,4,1658408224,30
30,600372,SCHEDULED,88,1658405308,30,118,1658405308,30
31,600374,SCHEDULED,78,1658405418,30,108,1658405418,30
32,600375,SCHEDULED,91,1658405551,30,121,1658405551,30
33,600378,SCHEDULED,84,1658405664,30,114,1658405664,30
34,600380,SCHEDULED,84,1658405784,30,114,1658405784,30
35,600382,SCHEDULED,98,1658405918,30,128,1658405918,30
36,600384,SCHEDULED,93,1658406033,30,123,1658406033,30
37,600386,SCHEDULED,84,1658406144,30,114,1658406144,30
38,600388,SCHEDULED,84,1658406264,30,114,1658406264,30
39,600389,SCHEDULED,82,1658406502,30,82,1658406502,30
3,23,SCHEDULED,162,1658405262,30,192,1658405262,30
4,28,SCHEDULED,144,1658405364,30,144,1658405364,30
5,67,SCHEDULED,179,1658405459,30,179,1658405459,30
6,227,SCHEDULED,127,1658405527,30,127,1658405527,30
7,211,SCHEDULED,159,1658405619,30,159,1658405619,30
8,623,SCHEDULED,163,1658405683,30,163,1658405683,30
9,612,SCHEDULED,127,1658405707,30,127,1658405707,30
10,565,SCHEDULED,112,1658405752,30,112,1658405752,30
11,896,SCHEDULED,82,1658405842,30,82,1658405842,30
12,562,SCHEDULED,27,1658405907,30,27,1658405907,30
13,496,SCHEDULED,7,1658405947,30,7,1658405947,30
14,497,SCHEDULED,44,1658405984,30,44,1658405984,30
15,470,SCHEDULED,16,1658406016,30,16,1658406016,30
16,466,SCHEDULED,-5,1658406055,30,-5,1658406055,30
17,10163,SCHEDULED,-41,1658406079,30,-41,1658406079,30
18,10164,SCHEDULED,-14,1658406106,30,-14,1658406106,30
19,11208,SCHEDULED,-17,1658406163,30,-17,1658406163,30
20,10174,SCHEDULED,-45,1658406195,30,-45,1658406195,30
21,11104,SCHEDULED,-55,1658406245,30,-55,1658406245,30
22,11012,SCHEDULED,-71,1658406349,30,-71,1658406349,30
23,11194,SCHEDULED,-179,1658406421,30,-179,1658406421,30
24,11042,SCHEDULED,-145,1658406455,30,-145,1658406455,30
25,3870,SCHEDULED,-164,1658406496,30,-164,1658406496,30
26,3871,SCHEDULED,-163,1658406557,30,-163,1658406557,30
27,3872,SCHEDULED,-177,1658406603,30,-177,1658406603,30
28,3873,SCHEDULED,-202,1658406638,30,-202,1658406638,30
29,3979,SCHEDULED,-155,1658406805,30,-155,1658406805,30
3,1128,SCHEDULED,50,1658405270,30,72,1658405270,30
4,1134,SCHEDULED,73,1658405293,30,102,1658405293,30
5,1136,SCHEDULED,59,1658405339,30,59,1658405339,30
6,1137,SCHEDULED,25,1658405365,30,25,1658405365,30
7,1138,SCHEDULED,-17,1658405383,30,-17,1658405383,30
8,1061,SCHEDULED,-19,1658405441,30,-19,1658405441,30
9,1062,SCHEDULED,-45,1658405475,30,-45,1658405475,30
10,1064,SCHEDULED,-73,1658405507,30,-73,1658405507,30
11,1070,SCHEDULED,-76,1658405564,30,-76,1658405564,30
12,1074,SCHEDULED,-39,1658405601,30,-39,1658405601,30
13,1076,SCHEDULED,-14,1658405686,30,-14,1658405686,30
14,1077,SCHEDULED,-14,1658405746,30,-14,1658405746,30
15,10802,SCHEDULED,-11,1658405869,30,-11,1658405869,30
16,20,SCHEDULED,-77,1658406043,30,-77,1658406043,30
17,26,SCHEDULED,-8,1658406172,30,-8,1658406172,30
18,29,SCHEDULED,-52,1658406248,30,-52,1658406248,30
19,30,SCHEDULED,-55,1658406305,30,-55,1658406305,30
20,739,SCHEDULED,-95,1658406445,30,-95,1658406445,30
21,740,SCHEDULED,-118,1658406482,30,-118,1658406482,30
22,742,SCHEDULED,-144,1658406516,30,-144,1658406516,30
23,743,SCHEDULED,-170,1658406550,30,-170,1658406550,30
24,732,SCHEDULED,-183,1658406597,30,-183,1658406597,30
25,723,SCHEDULED,-198,1658406642,30,-198,1658406642,30
26,724,SCHEDULED,-220,1658406680,30,-220,1658406680,30
27,10330,SCHEDULED,-232,1658406728,30,-232,1658406728,30
28,10331,SCHEDULED,-260,1658406760,30,-260,1658406760,30
29,706,SCHEDULED,-290,1658406790,30,-290,1658406790,30
30,704,SCHEDULED,-309,1658406831,30,-309,1658406831,30
31,12103,SCHEDULED,-356,1658406904,30,-356,1658406904,30
1,1090,SCHEDULED,139,1658405299,30,139,1658405299,30
2,10802,SCHEDULED,75,1658405295,30,102,1658405295,30
3,18,SCHEDULED,91,1658405431,30,91,1658405431,30
4,23,SCHEDULED,144,1658405544,30,144,1658405544,30
5,29,SCHEDULED,104,1658405684,30,104,1658405684,30
6,67,SCHEDULED,49,1658405749,30,49,1658405749,30
7,225,SCHEDULED,5,1658405825,30,5,1658405825,30
8,229,SCHEDULED,-38,1658405902,30,-38,1658405902,30
9,777,SCHEDULED,0,1658405940,30,0,1658405940,30
10,779,SCHEDULED,-38,1658405962,30,-38,1658405962,30
11,1021,SCHEDULED,11,1658406011,30,11,1658406011,30
12,244,SCHEDULED,39,1658406039,30,39,1658406039,30
13,245,SCHEDULED,47,1658406107,30,47,1658406107,30
14,246,SCHEDULED,69,1658406129,30,69,1658406129,30
15,248,SCHEDULED,47,1658406167,30,47,1658406167,30
16,5045,SCHEDULED,90,1658406270,30,90,1658406270,30
17,5035,SCHEDULED,88,1658406328,30,88,1658406328,30
18,5038,SCHEDULED,32,1658406392,30,32,1658406392,30
19,5027,SCHEDULED,82,1658406442,30,82,1658406442,30
20,5025,SCHEDULED,62,1658406482,30,62,1658406482,30
21,2946,SCHEDULED,49,1658406529,30,49,1658406529,30
22,2941,SCHEDULED,54,1658406594,30,54,1658406594,30
23,3646,SCHEDULED,19,1658406619,30,19,1658406619,30
24,3647,SCHEDULED,-18,1658406642,30,-18,1658406642,30
25,3627,SCHEDULED,-40,1658406680,30,-40,1658406680,30
26,3629,SCHEDULED,-11,1658406709,30,-11,1658406709,30
27,3631,SCHEDULED,-53,1658406727,30,-53,1658406727,30
28,3634,SCHEDULED,-88,1658406752,30,-88,1658406752,30
29,3643,SCHEDULED,-97,1658406803,30,-97,1658406803,30
30,3644,SCHEDULED,-67,1658406833,30,-67,1658406833,30
31,2969,SCHEDULED,-110,1658406850,30,-110,1658406850,30
32,2967,SCHEDULED,-152,1658406868,30,-152,1658406868,30
33,2966,SCHEDULED,-174,1658406906,30,-174,1658406906,30
34,11152,SCHEDULED,-199,1658406941,30,-199,1658406941,30
35,11150,SCHEDULED,-178,1658406962,30,-178,1658406962,30
36,11147,SCHEDULED,-208,1658406992,30,-208,1658406992,30
37,11134,SCHEDULED,-224,1658407036,30,-224,1658407036,30
38,11328,SCHEDULED,-226,1658407154,30,-226,1658407154,30
